Brand,Model,Fuel Type,Fuel Consumption,Engine volume (L),Power (PS),Torque (N*m),0-100 km/h (s),Max speed (km/h),Length (mm),Width (mm),Height (mm),Weight (kg)
Opel,2.5i V6 24V (195 Hp),Petrol (Gasoline),13.5,2.498,195,240,8.2,236,4495,1707,1425,1415
Opel,1.6i (75 Hp),Petrol (Gasoline),10.7,1.598,75,128,17.0,167,4490,1707,1490,1255
Opel,1.6i 16V (100 Hp),Petrol (Gasoline),10.3,1.598,100,150,13.5,180,4490,1707,1490,1266
Opel,1.8i 16V (115 Hp),Petrol (Gasoline),10.7,1.796,115,170,12.0,195,4490,1707,1490,1310
Opel,2.0 DI 16V (82 Hp),Diesel,8.4,1.995,82,185,17.0,170,4490,1707,1490,1390
Opel,2.0 DTI 16V (101 Hp),Diesel,8.1,1.995,101,205,14.0,187,4490,1707,1490,1350
Opel,2.0i 16V (136 Hp),Petrol (Gasoline),12.4,1.998,136,188,10.0,207,4490,1707,1490,1378
Opel,2.2 16V (147 Hp),Petrol (Gasoline),12.1,2.198,147,203,10.0,212,4490,1710,1490,1423
Opel,2.5i V6 (170 Hp),Petrol (Gasoline),14.3,2.498,170,230,9.0,222,4490,1707,1490,1397
Opel,1.6i (75 Hp),Petrol (Gasoline),10.5,1.598,75,128,15.5,175,4495,1707,1425,1185
Opel,1.6i 16V (101 Hp),Petrol (Gasoline),11.2,1.598,101,150,12.5,188,4495,1707,1425,1215
Opel,1.8i 16V (116 Hp),Petrol (Gasoline),11.6,1.799,116,170,11.0,203,4495,1707,1425,1279
Opel,2.0 DI 16V (82 Hp),Diesel,7.8,1.995,82,185,14.5,178,4495,1707,1425,1335
Opel,2.0 DTI 16V (101 Hp),Diesel,8.1,1.995,101,205,13.0,195,4495,1707,1425,1335
Opel,2.0i 16V (136 Hp),Petrol (Gasoline),12.1,1.998,136,188,9.5,220,4495,1707,1425,1300
Opel,2.2 DTI 16V (125 Hp),Diesel,9.0,2.171,125,280,10.5,207,4495,1707,1425,1495
Opel,2.5i V6 (170 Hp),Petrol (Gasoline),13.8,2.498,170,230,8.5,230,4495,1707,1425,1370
Opel,2.6 V6 (170 Hp),Petrol (Gasoline),14.0,2.597,170,250,8.5,230,4495,1707,1425,1380
Opel,1.4 (75 Hp),Petrol (Gasoline),9.2,1.389,75,108,14.5,176,4432,1706,1400,990
Opel,1.6 S (82 Hp),Petrol (Gasoline),8.9,1.598,82,130,14.0,178,4432,1706,1400,1020
Opel,1.6i (71 Hp),Petrol (Gasoline),8.9,1.598,71,128,14.5,176,4432,1706,1400,1080
Opel,1.6i (75 Hp),Petrol (Gasoline),8.9,1.598,75,127,14.0,176,4432,1706,1400,1005
Opel,1.7 D (57 Hp),Diesel,6.7,1.7,57,105,20.0,152,4432,1706,1400,1080
Opel,1.8 S (90 Hp),Petrol (Gasoline),10.2,1.796,90,148,12.5,183,4432,1706,1400,1060
Opel,1.8i CAT (90 Hp),Petrol (Gasoline),10.2,1.796,90,145,12.5,183,4432,1706,1400,1109
Opel,2.0i (115 Hp),Petrol (Gasoline),10.3,1.998,115,170,10.5,198,4432,1706,1400,1130
Opel,2.0i 16V (136 Hp) Automatic,Petrol (Gasoline),8.7,1.998,136,188,11.5,200,4432,1706,1400,1230
Opel,2.0i 16V (150 Hp),Petrol (Gasoline),10.4,1.998,150,196,8.5,217,4432,1706,1400,1215
Opel,2.0i 16V (150 Hp) 4x4,Petrol (Gasoline),11.5,1.998,150,196,9.5,208,4432,1706,1400,1310
Opel,2.0i 16V CAT (150 Hp) 4x4,Petrol (Gasoline),11.5,1.998,150,196,9.5,208,4432,1706,1400,1310
Opel,2.0i CAT (115 Hp),Petrol (Gasoline),9.8,1.998,115,170,10.5,198,4432,1706,1400,1144
Opel,2.5 V6 (170 Hp),Petrol (Gasoline),11.8,2.489,170,227,7.8,233,4432,1706,1400,1245
Opel,1.4 (75 Hp),Petrol (Gasoline),9.2,1.389,75,108,14.0,176,4352,1706,1400,1005
Opel,1.6i (71 Hp),Petrol (Gasoline),8.9,1.598,71,128,14.5,176,4352,1706,1400,1095
Opel,1.6i (75 Hp),Petrol (Gasoline),8.9,1.598,75,125,14.0,176,4352,1706,1400,1020
Opel,1.6 S (82 Hp),Petrol (Gasoline),8.9,1.598,82,130,14.0,178,4352,1706,1400,1035
Opel,1.7 D (57 Hp),Diesel,6.7,1.7,57,105,20.0,152,4352,1706,1400,1095
Opel,1.8i (90 Hp),Petrol (Gasoline),10.5,1.796,90,145,12.5,183,4352,1706,1400,1075
Opel,2.0i (115 Hp),Petrol (Gasoline),10.3,1.998,115,170,10.5,198,4352,1706,1400,1130
Opel,2.0i 16V (150 Hp),Petrol (Gasoline),10.4,1.998,150,196,8.5,217,4352,1706,1400,1215
Opel,1.6i 16V (115 Hp),Petrol (Gasoline),8.8,1.598,115,155,11.7,191,4587,1753,1458,1231
Opel,1.6i 16V (115 Hp) Automatic,Petrol (Gasoline),8.6,1.598,115,155,12.7,192,4587,1753,1458,1231
Opel,1.8i 16V (140 Hp),Petrol (Gasoline),10.0,1.796,140,175,10.2,207,4587,1753,1458,1230
Opel,1.8i 16V (140 Hp) Automatic,Petrol (Gasoline),10.4,1.796,140,175,11.4,188,4587,1753,1458,1230
Opel,1.3 CDTI (90 Hp),Diesel,6.2,1.248,90,200,13.7,172,4249,1753,1467,1230
Opel,1.4i 16V (90 Hp),Petrol (Gasoline),8.2,1.364,90,125,13.7,178,4249,1753,1467,1130
Opel,1.4i 16V (90 Hp) Automatic,Petrol (Gasoline),7.7,1.364,90,125,15.2,172,4249,1753,1467,1130
Opel,1.6i 16V (105 Hp),Petrol (Gasoline),8.5,1.598,105,150,12.3,185,4249,1753,1467,1165
Opel,1.6i 16V (105 Hp) Automatic,Petrol (Gasoline),8.4,1.598,105,150,13.3,185,4249,1753,1467,1265
Opel,1.7 CDTI (100 Hp),Diesel,6.3,1.686,100,240,12.3,181,4249,1753,1467,1265
Opel,1.7 CDTI (80 Hp),Diesel,6.3,1.686,80,170,15.0,168,4249,1753,1467,1265
Opel,1.8i 16V (125 Hp),Petrol (Gasoline),10.5,1.796,125,170,10.8,198,4249,1753,1467,1278
Opel,1.8i (140 Hp),Petrol (Gasoline),10.5,1.796,140,175,10.8,198,4249,1753,1467,1278
Opel,1.8i (140 Hp) Automatic,Petrol (Gasoline),11.6,1.796,140,175,11.9,188,4249,1753,1467,1278
Opel,1.9 CDTI (120 Hp),Diesel,7.4,1.91,120,280,10.5,191,4249,1753,1467,1393
Opel,1.9 CDTI (150 Hp),Diesel,7.7,1.91,150,320,8.9,208,4249,1753,1467,1393
Opel,2.0i 16V Turbo (200 Hp),Petrol (Gasoline),13.1,1.998,200,262,8.2,230,4249,1753,1467,1385
Opel,2.0i 16V Turbo (240 Hp),Petrol (Gasoline),13.0,1.998,240,320,6.4,244,4249,1753,1467,1385
Opel,1.3 CDTI (90 Hp),Diesel,6.2,1.248,90,200,14.1,172,4515,1794,1500,1280
Opel,1.4i 16V (90 Hp),Petrol (Gasoline),8.2,1.364,90,125,14.1,178,4515,1794,1500,1180
Opel,1.6i 16V (105 Hp),Petrol (Gasoline),8.7,1.598,105,150,12.7,185,4515,1794,1500,1215
Opel,1.6i 16V (105 Hp) Automatic,Petrol (Gasoline),8.6,1.598,105,150,13.7,185,4515,1794,1500,1215
Opel,1.7 CDTI (100 Hp),Diesel,6.4,1.686,100,240,12.5,180,4515,1794,1500,1293
Opel,1.7 CDTI (80 Hp),Diesel,6.3,1.686,80,170,15.4,168,4515,1794,1500,1280
Opel,1.8i 16V (140 Hp),Petrol (Gasoline),10.5,1.796,140,175,10.5,208,4515,1794,1500,1225
Opel,1.9 CDTI (120 Hp) Automatic,Diesel,8.0,1.91,120,250,11.2,185,4515,1794,1500,1350
Opel,1.8i 16V (140 Hp) Automatic,Petrol (Gasoline),11.4,1.796,140,175,11.7,188,4515,1794,1500,1325
Opel,1.9 CDTI (120 Hp),Diesel,7.5,1.91,120,250,10.8,190,4515,1794,1500,1350
Opel,1.9 CDTI (150 Hp),Diesel,7.5,1.91,150,320,9.2,207,4515,1794,1500,1350
Opel,2.0i 16V Turbo (170 Hp),Petrol (Gasoline),13.2,1.998,170,250,8.9,217,4515,1794,1500,1425
Opel,2.0i 16V Turbo (200 Hp),Petrol (Gasoline),13.2,1.998,200,262,8.4,230,4515,1794,1500,1425
Opel,1.3 CDTI (90 Hp),Diesel,6.2,1.248,90,200,13.6,174,4290,1753,1415,1230
Opel,1.4i 16V (90 Hp),Petrol (Gasoline),8.2,1.364,90,125,13.6,180,4290,1753,1415,1110
Opel,1.6i 16V (105 Hp),Petrol (Gasoline),8.6,1.598,105,150,12.2,187,4290,1753,1415,1145
Opel,1.6i 16V (105 Hp) Automatic,Petrol (Gasoline),8.5,1.598,105,150,13.0,187,4290,1753,1415,1145
Opel,1.7 CDTI (100 Hp),Diesel,6.4,1.686,100,240,12.2,180,4290,1753,1415,1215
Opel,1.8i 16V (125 Hp),Petrol (Gasoline),10.4,1.796,125,170,10.7,200,4290,1753,1415,1210
Opel,1.8i (140 Hp),Petrol (Gasoline),10.4,1.796,140,175,10.1,209,4290,1753,1415,1210
Opel,1.8i (140 Hp) Automatic,Petrol (Gasoline),10.4,1.796,140,175,11.2,190,4290,1753,1415,1210
Opel,1.9 CDTI (120 Hp),Diesel,7.4,1.91,120,280,10.8,193,4290,1753,1415,1305
Opel,1.9 CDTI (150 Hp),Diesel,7.4,1.91,150,320,8.9,210,4290,1753,1415,1305
Opel,2.0i 16V Turbo (170 Hp),Petrol (Gasoline),12.8,1.998,170,250,8.5,220,4290,1753,1415,1265
Opel,2.0i 16V Turbo (200 Hp),Petrol (Gasoline),13.1,1.998,200,249,7.8,234,4290,1753,1415,1265
Opel,2.0i 16V Turbo OPC (240 Hp),Petrol (Gasoline),13.0,1.998,240,320,6.4,244,4290,1753,1415,1293
Opel,1.6i 16V ECOTEC (105 Hp),Petrol (Gasoline),9.1,1.598,105,150,14.1,192,4476,1759,1411,1395
Opel,1.8i 16V ECOTEC (140 Hp),Petrol (Gasoline),10.3,1.796,140,175,11.4,209,4476,1759,1411,1400
Opel,1.8i 16V ECOTEC (140 Hp) Automatic,Petrol (Gasoline),10.7,1.796,140,175,12.7,189,4476,1759,1411,1400
Opel,1.9 CDTI (150 Hp),Diesel,7.7,1.91,150,320,10.2,213,4476,1759,1411,1513
Opel,2.0i 16V Turbo ECOTEC (170 Hp),Petrol (Gasoline),13.0,1.998,170,250,9.5,224,4476,1759,1411,1505
Opel,2.0i 16V Turbo ECOTEC (200 Hp),Petrol (Gasoline),13.3,1.998,200,262,8.9,237,4476,1759,1411,1505
Opel,1.6 Ecotec 16V (101 Hp) Automatic,Petrol (Gasoline),10.2,1.598,101,150,13.5,180,4252,1709,1425,1135
Opel,1.4 Ecotec 16V (90 Hp),Petrol (Gasoline),9.6,1.389,90,125,12.5,180,4252,1709,1425,1110
Opel,1.6 (75 Hp),Petrol (Gasoline),9.7,1.598,75,128,14.5,170,4252,1709,1425,1105
Opel,1.6 Ecotec 16V (101 Hp),Petrol (Gasoline),10.0,1.598,101,150,11.5,188,4252,1709,1425,1135
Opel,1.6i (85 Hp),Petrol (Gasoline),9.6,1.598,85,138,13.0,180,4252,1709,1425,1088
Opel,1.7 CDTI (80 Hp),Diesel,6.0,1.686,80,170,14.0,173,4252,1709,1425,1205
Opel,1.7 DTI 16V (75 Hp),Diesel,6.1,1.686,75,165,14.5,170,4252,1709,1425,1205
Opel,1.7 TD (68 Hp),Diesel,7.7,1.7,68,132,17.0,163,4252,1709,1425,1165
Opel,1.8 Ecotec 16V (116 Hp),Petrol (Gasoline),10.9,1.796,116,170,10.0,200,4252,1709,1425,1175
Opel,1.8i 16V (125 Hp),Petrol (Gasoline),11.0,1.796,125,170,9.5,205,4252,1709,1425,1160
Opel,2.0 Ecotec 16V (136 Hp),Petrol (Gasoline),12.0,1.998,136,188,9.0,208,4252,1709,1425,1205
Opel,2.0 DI (82 Hp) Automatic,Petrol (Gasoline),8.9,1.998,82,188,15.5,170,4252,1709,1425,1265
Opel,2.0 DI (82 Hp),Diesel,7.5,1.995,82,185,14.5,175,4252,1709,1425,1245
Opel,2.0 DTI 16V (101 Hp),Diesel,7.5,1.995,101,205,12.0,188,4252,1709,1425,1270
Opel,2.2 DTI (125 Hp),Diesel,8.7,2.171,125,280,9.9,203,4252,1709,1425,1255
Opel,2.2i 16V (147 Hp),Petrol (Gasoline),12.0,2.198,147,203,8.8,214,4252,1709,1425,1220
Opel,1.6 16V (101 Hp),Petrol (Gasoline),9.9,1.598,101,150,13.0,190,4267,1709,1390,1275
Opel,1.8 Ecotec 16V (125 Hp),Petrol (Gasoline),10.8,1.796,125,170,10.5,207,4267,1709,1390,1305
Opel,2.0i 16V Turbo (192 Hp),Petrol (Gasoline),12.5,1.998,192,250,8.0,242,4267,1709,1390,1415
Opel,2.0i 16V Turbo (200 Hp),Petrol (Gasoline),12.5,1.998,200,250,8.0,242,4267,1709,1390,1415
Opel,2.2 Ecotec 16V (147 Hp),Petrol (Gasoline),11.8,2.198,147,203,9.5,216,4267,1709,1390,1318
Opel,2.2 DTI (125 Hp),Diesel,8.9,2.171,125,280,11.0,205,4267,1709,1390,1430
Opel,1.2 16V (75 Hp),Petrol (Gasoline),8.1,1.199,75,110,15.5,165,4288,1709,1510,1090
Opel,1.4 Ecotec 16V (90 Hp),Petrol (Gasoline),9.8,1.389,90,125,13.0,175,4288,1709,1510,1090
Opel,1.6 (75 Hp),Petrol (Gasoline),9.9,1.598,75,128,15.0,165,4288,1709,1510,1085
Opel,1.6 Ecotec 16V (101 Hp),Petrol (Gasoline),10.2,1.598,101,150,12.0,183,4288,1709,1510,1115
Opel,1.6i (85 Hp),Petrol (Gasoline),9.8,1.598,85,138,13.5,177,4288,1709,1510,1160
Opel,1.7 CDTI (80 Hp),Diesel,6.1,1.686,80,170,14.5,168,4288,1710,1510,1220
Opel,1.7 DTI 16V (75 Hp),Diesel,6.2,1.686,75,165,15.0,165,4288,1709,1510,1203
Opel,1.7 TD (68 Hp),Diesel,7.8,1.7,68,132,17.5,158,4288,1709,1510,1145
Opel,1.8 Ecotec 16V (116 Hp),Petrol (Gasoline),11.0,1.796,116,170,10.5,195,4288,1709,1510,1155
Opel,1.8 16V (125 Hp),Petrol (Gasoline),11.1,1.796,125,170,10.0,200,4288,1709,1510,1175
Opel,2.0 Ecotec 16V (136 Hp),Petrol (Gasoline),12.1,1.998,136,188,9.5,203,4288,1709,1510,1185
Opel,2.0 16V T OPC (200 Hp),Petrol (Gasoline),12.7,1.998,200,250,7.8,231,4288,1710,1510,1340
Opel,2.0 DI 16V (82 Hp),Diesel,7.7,1.995,82,185,15.0,170,4288,1709,1510,1225
Opel,2.0 DTI 16V (101 Hp),Diesel,7.7,1.995,101,205,12.5,183,4288,1709,1510,1250
Opel,2.2 16 V (147 Hp),Petrol (Gasoline),12.1,2.198,147,203,9.3,208,4288,1709,1465,1178
Opel,2.2 DTI (125 Hp),Diesel,8.8,2.171,125,280,10.4,200,4288,1710,1510,1295
Opel,1.2 16V (65 Hp),Petrol (Gasoline),8.0,1.199,65,110,16.0,165,4110,1709,1425,1070
Opel,1.4 Ecotec 16V (90 Hp),Petrol (Gasoline),9.6,1.389,90,125,12.5,180,4110,1709,1425,1090
Opel,1.6 (75 Hp),Petrol (Gasoline),9.7,1.598,75,128,14.5,170,4110,1709,1425,1085
Opel,1.6 (85 Hp),Petrol (Gasoline),9.8,1.598,85,138,13.0,180,4110,1709,1425,1090
Opel,1.6 Ecotec 16V (101 Hp),Petrol (Gasoline),10.0,1.598,101,150,11.5,188,4110,1709,1425,1115
Opel,1.7 CDTI (80 Hp),Diesel,6.1,1.686,80,170,14.0,173,4110,1709,1425,1185
Opel,1.7 DTI 16V (75 Hp),Diesel,6.1,1.686,75,165,15.5,165,4110,1709,1425,1185
Opel,1.7 TD (68 Hp),Diesel,7.7,1.686,68,132,17.0,163,4110,1709,1425,1145
Opel,1.8 Ecotec 16V (116 Hp),Petrol (Gasoline),10.9,1.796,116,170,10.0,200,4110,1709,1425,1155
Opel,1.8 16V (125 Hp),Petrol (Gasoline),11.0,1.796,125,170,9.5,205,4110,1709,1425,1135
Opel,2.0 Ecotec 16V (136 Hp),Petrol (Gasoline),12.0,1.998,136,188,9.0,208,4110,1709,1425,1185
Opel,OPC 2.0 16V (160 Hp),Petrol (Gasoline),13.2,1.998,160,188,8.2,220,4110,1709,1405,1135
Opel,2.0 16V Turbo OPC (200 Hp),Petrol (Gasoline),12.5,1.998,200,250,7.5,229,4110,1709,1425,1250
Opel,2.0 DI 16V (82 Hp),Diesel,7.5,1.995,82,185,14.5,175,4110,1709,1425,1225
Opel,2.0 DTI 16V (101 Hp),Diesel,7.5,1.995,101,205,12.0,188,4110,1709,1425,1250
Opel,2.2 16 V (147 Hp),Petrol (Gasoline),12.0,2.198,147,203,8.8,214,4110,1709,1425,1175
Opel,2.2 DTI (125 Hp),Diesel,8.7,2.171,125,280,9.9,203,4110,1709,1425,1255
Opel,1.8 16V (125 Hp),Petrol (Gasoline),10.8,1.796,125,170,9.5,210,4267,1709,1390,1195
Opel,2.0 16V Turbo (190 Hp),Petrol (Gasoline),12.5,1.998,190,250,8.9,214,4267,1709,1390,1290
Opel,2.2 16V (147 Hp),Petrol (Gasoline),12.0,2.198,147,203,8.8,218,4267,1709,1390,1223
Opel,2.2 DTI (125 Hp),Diesel,8.5,2.171,125,280,10.4,200,4267,1709,1390,1310
Opel,1.4i (60 Hp),Petrol (Gasoline),8.5,1.388,60,103,16.0,160,4239,1688,1410,960
Opel,1.4i 16V (90 Hp),Petrol (Gasoline),9.8,1.389,90,125,12.5,180,4239,1688,1410,985
Opel,1.4 Si (82 Hp),Petrol (Gasoline),8.8,1.389,82,114,13.0,175,4239,1688,1410,970
Opel,1.6i (75 Hp),Petrol (Gasoline),11.0,1.598,75,128,14.0,170,4239,1688,1410,980
Opel,1.6i (75 Hp),Petrol (Gasoline),10.0,1.598,75,128,14.5,168,4239,1696,1410,1010
Opel,1.6i Ecotec 16V (101 Hp),Petrol (Gasoline),9.8,1.598,101,148,11.5,190,4239,1696,1410,1030
Opel,1.6i Ecotec (71 Hp),Petrol (Gasoline),9.1,1.598,71,128,14.0,170,4239,1696,1410,1020
Opel,1.6 Si (100 Hp),Petrol (Gasoline),9.5,1.598,100,136,11.0,190,4239,1688,1410,990
Opel,1.7 D (57 Hp),Diesel,6.8,1.699,57,105,18.5,153,4239,1688,1410,1035
Opel,1.7 D (60 Hp),Diesel,8.3,1.699,60,105,18.5,153,4239,1688,1410,1055
Opel,1.7 TD (68 Hp),Diesel,6.8,1.7,68,132,16.0,164,4239,1696,1410,1080
Opel,1.7 Turbo (82 Hp),Diesel,7.9,1.686,82,168,13.5,173,4239,1688,1410,1105
Opel,1.8i (90 Hp),Petrol (Gasoline),9.8,1.796,90,145,12.5,180,4239,1688,1410,1050
Opel,1.8i Ecotec 16V (116 Hp),Petrol (Gasoline),11.1,1.799,116,168,9.5,200,4239,1696,1410,1115
Opel,1.8i 16V (125 Hp),Petrol (Gasoline),11.4,1.799,125,168,9.0,204,4239,1688,1410,1100
Opel,1.6i (71 Hp),Petrol (Gasoline),9.1,1.598,71,128,14.0,170,4239,1688,1410,1020
Opel,2.0i (115 Hp),Petrol (Gasoline),10.5,1.998,115,170,9.5,195,4239,1688,1410,1080
Opel,2.0i Ecotec 16V (136 Hp),Petrol (Gasoline),11.8,1.998,136,185,9.0,207,4239,1696,1410,1185
Opel,1.4i Ecotec 16V (90 Hp),Petrol (Gasoline),8.9,1.389,90,125,13.5,178,4239,1684,1400,1120
Opel,1.4 Si (82 Hp),Petrol (Gasoline),9.3,1.389,82,114,13.5,175,4239,1684,1400,1075
Opel,1.6i (75 Hp),Petrol (Gasoline),8.7,1.598,75,128,15.0,168,4239,1684,1400,1140
Opel,1.6i (71 Hp),Petrol (Gasoline),8.7,1.598,71,128,14.5,170,4239,1684,1400,1120
Opel,1.8i Ecotec 16V (116 Hp),Petrol (Gasoline),9.4,1.799,116,168,10.0,200,4239,1684,1400,1205
Opel,1.8i Ecotec 16V (116 Hp),Petrol (Gasoline),9.4,1.799,116,168,10.0,200,4239,1684,1400,1205
Opel,1.4i (60 Hp),Petrol (Gasoline),8.6,1.389,60,103,17.0,155,4278,1688,1475,995
Opel,1.4i Ecotec 16V (90 Hp),Petrol (Gasoline),9.3,1.389,90,125,13.5,173,4278,1686,1525,1085
Opel,1.4 Si (82 Hp) Automatic,Petrol (Gasoline),10.8,1.389,82,114,15.0,160,4278,1688,1475,1015
Opel,1.6i (75 Hp),Petrol (Gasoline),11.2,1.598,75,125,14.5,165,4278,1688,1475,1015
Opel,1.6i (75 Hp),Petrol (Gasoline),9.2,1.598,75,128,15.0,163,4278,1696,1525,1065
Opel,1.6i Ecotec 16V (101 Hp),Petrol (Gasoline),8.7,1.598,101,148,12.0,185,4278,1696,1525,1110
Opel,1.6i Ecotec (71 Hp),Petrol (Gasoline),9.2,1.598,71,128,14.5,165,4278,1696,1525,1055
Opel,1.6 Si (100 Hp),Petrol (Gasoline),11.5,1.598,100,136,11.5,185,4278,1688,1475,1040
Opel,1.7 D (57 Hp),Diesel,8.3,1.699,57,105,19.5,149,4278,1688,1475,1070
Opel,1.7 D (60 Hp),Diesel,8.3,1.699,60,105,19.5,149,4278,1688,1475,1090
Opel,1.7 TD (68 Hp),Diesel,7.1,1.7,68,132,16.5,160,4278,1696,1525,1115
Opel,1.7 Turbo (82 Hp),Diesel,7.9,1.686,82,168,14.8,168,4278,1688,1475,1130
Opel,1.8i (90 Hp),Petrol (Gasoline),11.9,1.796,90,145,13.0,175,4278,1688,1475,1095
Opel,1.8i Ecotec 16V (116 Hp),Petrol (Gasoline),11.2,1.799,116,168,10.0,195,4278,1696,1525,1150
Opel,1.8i 16V (125 Hp),Petrol (Gasoline),11.5,1.799,125,168,9.8,200,4278,1688,1475,1145
Opel,2.0i (115 Hp),Petrol (Gasoline),10.5,1.998,115,170,10.0,190,4278,1688,1475,1105
Opel,2.0i Ecotec 16V (136 Hp),Petrol (Gasoline),11.8,1.998,136,185,9.5,202,4278,1696,1525,1175
Opel,GSi 2.0i 16V (150 Hp),Petrol (Gasoline),13.0,1.998,150,196,8.5,210,4278,1688,1475,1185
Opel,1.7 D (57 Hp),Diesel,6.7,1.699,57,105,18.5,153,4051,1688,1410,1005
Opel,1.8i Ecotec 16V (116 Hp),Petrol (Gasoline),11.1,1.799,116,168,9.5,200,4051,1696,1410,1105
Opel,GSi 2.0 16V (150 Hp),Petrol (Gasoline),10.2,1.998,150,196,8.0,220,4086,1688,1410,1100
Opel,2.0i Ecotec 16V (136 Hp),Petrol (Gasoline),11.8,1.998,136,185,9.0,207,4051,1696,1410,1155
Opel,1.3 CDTI (75 Hp) ECOTEC,Diesel,6.4,1.248,75,170,17.8,157,4042,1694,1624,1320
Opel,1.4i 16V (90 Hp),Petrol (Gasoline),8.3,1.364,90,125,13.8,168,4042,1694,1624,1260
Opel,1.6i (87 Hp),Petrol (Gasoline),10.5,1.598,87,138,14.5,170,4042,1694,1624,1350
Opel,1.6i 16V (100 Hp) ECOTEC,Petrol (Gasoline),9.9,1.598,100,150,13.3,178,4042,1694,1624,1375
Opel,1.6i 16V (100 Hp) Automatic,Petrol (Gasoline),8.9,1.598,100,150,14.3,181,4042,1694,1624,1375
Opel,OPC 1.6i 16V (180 Hp),Petrol (Gasoline),10.4,1.598,180,230,8.2,222,4052,1694,1624,1450
Opel,1.6i 16V (105 Hp),Petrol (Gasoline),9.9,1.598,105,150,13.3,175,4052,1694,1624,1375
Opel,1.7 CDTI (100 Hp),Diesel,6.7,1.686,100,240,13.4,178,4042,1694,1624,1455
Opel,1.7 CDTI (75 Hp),Diesel,6.9,1.686,75,165,17.0,161,4042,1694,1624,1393
Opel,1.8i 16V (125 Hp),Petrol (Gasoline),10.9,1.796,125,170,11.3,192,4042,1694,1624,1380
Opel,2.6i (150 Hp),Petrol (Gasoline),14.1,2.594,150,220,10.3,213,4845,1743,1450,1455
Opel,3.0i V6 24V (204 Hp),Petrol (Gasoline),14.3,2.969,204,270,7.8,240,4845,1743,1450,1455
Opel,3.0i V6 CAT (177 Hp),Petrol (Gasoline),15.6,2.969,177,240,9.0,213,4845,1743,1450,1435
Opel,1.4 16V (90 Hp),Petrol (Gasoline),9.8,1.389,90,125,11.5,180,3817,1646,1440,1200
Opel,1.4i 16V (90 Hp),Petrol (Gasoline),10.7,1.389,90,125,11.0,180,3729,1610,1420,965
Opel,1.6i 16V (106 Hp),Petrol (Gasoline),10.8,1.598,106,148,10.0,192,3729,1610,1420,960
Opel,2.0 (115 Hp),Petrol (Gasoline),12.1,1.998,115,170,10.0,205,4492,1688,1320,1190
Opel,2.0 16V ECOTEC (136 Hp),Petrol (Gasoline),10.5,1.998,136,185,9.5,215,4492,1688,1320,1250
Opel,2.0 16V (150 Hp),Petrol (Gasoline),11.0,1.998,150,196,8.5,223,4492,1688,1320,1215
Opel,2.0 16V (150 Hp) 4x4,Petrol (Gasoline),15.0,1.998,150,196,9.5,215,4492,1688,1320,1300
Opel,2.0 Turbo (204 Hp) 4x4,Petrol (Gasoline),12.3,1.998,204,281,6.8,245,4492,1688,1320,1285
Opel,2.5 V6 (170 Hp),Petrol (Gasoline),14.4,2.498,170,226,7.8,237,4492,1688,1320,1355
Opel,2.2 DTI (115 Hp) 4x4,Diesel,11.6,2.171,115,260,14.0,157,4658,1787,1740,1780
Opel,2.2 DTI (120 Hp) 4x4,Diesel,10.8,2.171,120,280,14.0,161,4658,1814,1740,1780
Opel,2.2 i (136 Hp) 4x4,Petrol (Gasoline),14.8,2.198,136,202,13.4,161,4658,1814,1740,1722
Opel,3.2i V6 (205 Hp) 4x4,Petrol (Gasoline),17.8,3.165,205,290,10.3,184,4658,1787,1740,1785
Opel,2.2 16V (136 Hp),Petrol (Gasoline),14.8,2.198,136,202,13.4,165,4268,1787,1692,1660
Opel,2.2 DTI (115 Hp) 4x4,Diesel,11.5,2.171,115,260,13.9,154,4268,1787,1692,1720
Opel,2.2 DTI (120 Hp) 4x4,Diesel,10.6,2.171,120,280,14.5,158,4268,1787,1692,1720
Opel,2.2 DTI (115 Hp) 4x4 Automatic,Diesel,12.6,2.171,115,260,15.8,154,4658,1787,1740,1755
Opel,3.2i V6 (205 Hp) 4x4 Automatic,Petrol (Gasoline),19.8,3.165,205,290,10.6,187,4658,1787,1740,1720
Opel,2.2i (136 Hp) 4x4,Petrol (Gasoline),15.0,2.198,136,202,13.6,161,4692,1764,1753,1803
Opel,2.3 TD (100 Hp) 4x4,Diesel,11.2,2.26,100,215,19.3,147,4692,1764,1753,1785
Opel,2.8 TD (113 Hp) 4x4,Diesel,16.0,2.771,113,242,16.8,149,4192,1780,1721,1828
Opel,RS 3.0 DTI (159 Hp) 4x4,Diesel,14.0,2.999,159,333,15.8,160,4365,1835,1830,1965
Opel,LTD 3.0 DTI (159 Hp) 4x4,Diesel,14.0,2.999,159,333,16.5,160,4795,1835,1840,2035
Opel,RS 3.5 V6 24V (215 Hp) 4x4,Petrol (Gasoline),18.7,3.494,215,310,11.3,180,4365,1835,1830,1865
Opel,LTD 3.5 V6 24V (215 Hp) 4x4,Petrol (Gasoline),18.7,3.494,215,310,11.8,180,4795,1835,1840,1945
Opel,1.8i 16V (140 Hp),Petrol (Gasoline),10.4,1.796,140,175,11.3,207,4651,1798,1466,1425
Opel,1.8i 16V ECOTEC (122 Hp),Petrol (Gasoline),11.1,1.796,122,167,12.2,197,4636,1798,1466,1480
Opel,1.9 CDTI (120 Hp),Diesel,7.7,1.91,120,280,12.0,192,4651,1798,1460,1545
